index,sha256,filename,path,lectures,topics,relevance
324,6191a9adf704cb3e471de720d096a6eabefe6f0024ad78883f55a23bf79f7c87,Perfusion-vs-Diffusion-Limited-O2-Transfer.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Perfusion-vs-Diffusion-Limited-O2-Transfer.png,"P6 - Gas Exchange, Part 1 - Pressures, Diffusion and Transport",Perfusion vs Diffusion Limited O2 Transfer,"Visually verified course-aligned reference for Gas Exchange, Part 1 - Pressures, Diffusion and Transport: Perfusion vs Diffusion Limited O2 Transfer."
325,ff1e14a008d1daa75426c9318a0fd2511701525381b6341454edb4c8758ecad5,Peripheral opacity (Hampton hump) from pulmonary embolism.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Peripheral opacity (Hampton hump) from pulmonary embolism.jpg,P25 - Radiology of Restrictive Lung Disease and Extras,pulmonary infarct | Hampton hump,Shows a peripheral wedge-shaped Hampton hump.
326,44e0aff1129748f900e19b4c0c63c890ad10c940847d0f76e8478d8f297c2582,Peritonsillar-Abscess.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Peritonsillar-Abscess.jpg,P33 - Otolaryngology - Upper Airway Pathology,peritonsillar abscess | uvular deviation | oropharynx,Clinical illustration of unilateral peritonsillar swelling and uvular deviation.
327,f87ab2f0a2aef184d236da38773544d6b0ecd6ec4f41ecd79b49312e333c11d7,physical-exam-findings-in-lung-disease.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/physical-exam-findings-in-lung-disease.png,P12 - Approach to Pulmonary Abnormalities | P13 - Pulmonary Problem Solving Exercise Part 1 | P15 - Approach to the Patient with Respiratory Disease and Pulmonary Preventative Care,physical examination | differential diagnosis | asthma | COPD | pneumonia | pleural effusion | pulmonary edema | pulmonary embolism,"Comprehensive comparison of fremitus, percussion, breath sounds, and tracheal deviation across major pulmonary disorders."
328,2bd79a4c4c90c3bcc7b9acc4cd1606e4627afa319cb3f83e748bb4021ed17e3e,Physiological Lung Volumes.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Physiological Lung Volumes.jpg,P2 - Structure and Volumes,Physiological Lung Volumes,Visually verified course-aligned reference for Structure and Volumes: Physiological Lung Volumes.
329,93c78bf657c2e84cbde8b268e24f96f1c0f79282d56f53dbb7baf558180d723c,Pleural effusion and passive atelectasis.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pleural effusion and passive atelectasis.jpg,P13 - Pulmonary Problem Solving Exercise Part 1 | P14 - Introduction to Pulmonary Pathophysiology | P27.2 - Chest X-Ray Final Review,pleural effusion | dyspnea | chest radiograph,Annotated radiograph demonstrating pleural fluid with adjacent passive atelectasis.
330,2b05dbef67d0547e7aea1191cfc3c4fd1e6ec359314238f97852a30ca674cc0e,Pleural-Effusion-with-Compressive-Atelectasis.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pleural-Effusion-with-Compressive-Atelectasis.png,P27 - Radiology of Pulmonary Infections and Lung Cancer,Diagnostics | Pathology,Provides a verified lecture-aligned visual anchor for Pleural Effusion with Compressive Atelectasis
331,10976f7cbbe32a6dc7962de0dd5a96534decfc7103b6e73d47785412f158b4e4,Pneumocytes-and-Alveolar-Macrophage-Diagram.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pneumocytes-and-Alveolar-Macrophage-Diagram.png,P1 - Histology of the Respiratory System Review | P17 - Introduction to Respiratory Pathophysiology,Pneumocytes and Alveolar Macrophage Diagram,Visually verified course-aligned reference for Histology of the Respiratory System Review: Pneumocytes and Alveolar Macrophage Diagram.
332,0f7f4da0b08a058412ef212db5a8b65df091de0146ef2094963cf3dcc3c5477d,Pneumothorax Diagram.jpeg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pneumothorax Diagram.jpeg,"P4 - Mechanics, Compliance and Ventilation",Pneumothorax Diagram,"Visually verified course-aligned reference for Mechanics, Compliance and Ventilation: Pneumothorax Diagram."
333,232166b68682b178e6451959ed58482c13c3c3b8e8c7ced449c947810f5c7fae,Pneumothorax X Ray.jpeg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pneumothorax X Ray.jpeg,P38 - Mystery Illness Review Session - Interactive Workshop,pneumothorax | CXR,Clear chest radiograph demonstrates the acute complication used in the case variation.
334,9b1b6a748dd231acfd507caa1012eee7e6daf4476519135101508857e5b686d5,pneumothorax-tpp-lung-collapse.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/pneumothorax-tpp-lung-collapse.png,"P17 - Introduction to Respiratory Pathophysiology | P4 - Mechanics, Compliance and Ventilation",pneumothorax | transpulmonary pressure | lung collapse,Shows loss of transpulmonary pressure and passive lung collapse when air enters the pleural space.
335,8e79c8fae091d62c91e30ac853743c8c2d00a8ee3f9551291b777314e48bb9b0,Positional changes of the thorax and diaphragm during breathing.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Positional changes of the thorax and diaphragm during breathing.jpg,P12 - Approach to Pulmonary Abnormalities | P2 - Structure and Volumes,chest wall excursion | diaphragmatic excursion | breathing mechanics,Shows rib-cage expansion and diaphragmatic position through inspiration and expiration.
336,4121cd1821ad0db69d6c37d62d3b14a2b9e34ffe73b6580d27cb566860f025e0,Post-Primary Pulmonary Tuberculosis.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Post-Primary Pulmonary Tuberculosis.jpg,"P26 - Diseases of the Respiratory Tract - Part 3 - Vascular, Cancer, Other Disease (Pathology) | P26.2 - Lung Infections - Pathology Review and Study Supplement | P27 - Radiology of Pulmonary Infections and Lung Cancer | P27.2 - Chest X-Ray Final Review",Pathology | Diagnostics,"P26.2 (p.21) teaches that latent organisms may reactivate, causing destructive secondary TB findings on CXR; this labeled radiograph shows cavitation and calcified nodules characteristic of post-primary (reactivation) TB"
337,af566217c76a4da00362a28aea25e6cc44b05105f25d39471149a1334254e97e,Pressure-Volume-Loop-Hysteresis-2.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pressure-Volume-Loop-Hysteresis-2.png,"P4 - Mechanics, Compliance and Ventilation",Pressure Volume Loop Hysteresis 2,"Visually verified course-aligned reference for Mechanics, Compliance and Ventilation: Pressure Volume Loop Hysteresis 2."
338,83f541a01fcbc62874c7e198c73847026b61b97f9e1d4ebcd67f433b4600efa0,Pseudomonas Aeruginosa Overview.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pseudomonas Aeruginosa Overview.png,P28 - Microbiology of Pneumonia - Bacterial Infections | P38 - Mystery Illness Review Session - Interactive Workshop,Microbiology | Diagnostics,Provides a verified lecture-aligned visual anchor for Pseudomonas Aeruginosa Overview
339,8aa3ba41051108d69893de5c51ffb146a302b276c66688040001a9ec3ff8191b,Pulmonary Aspergillosis with Air Crescent Sign.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulmonary Aspergillosis with Air Crescent Sign.jpg,P30 - Microbiology of Pneumonia - Fungal Infections,Pathology | Microbiology | Pharmacology,Provides a verified lecture-aligned visual anchor for Pulmonary Aspergillosis with Air Crescent Sign
340,41a4c48afa41b1c3e084024c63d439d0efd49fd06f4828e35b8ed2bc86447bc6,Pulmonary Circulation.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulmonary Circulation.png,P3 - Airway and Vascular Flow,Pulmonary Circulation,Visually verified course-aligned reference for Airway and Vascular Flow: Pulmonary Circulation.
341,f9f73dec392e27e7fb4e21adda17aa1b42f04f0b3542b88d1adc7c01c3e14ab0,Pulmonary edema X Ray.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulmonary edema X Ray.png,P18 - Basic Interpretation of Chest X-Ray | P25 - Radiology of Restrictive Lung Disease and Extras,cardiogenic pulmonary edema | chest radiograph,Shows diffuse cardiogenic pulmonary edema with an enlarged cardiac silhouette.
342,f30ca261b7eeae0f99db7af8595f36a645f14bb6a75af32308ba58a97a18f4c9,Pulmonary embolism CT chest.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulmonary embolism CT chest.jpg,P13 - Pulmonary Problem Solving Exercise Part 1 | P14 - Introduction to Pulmonary Pathophysiology | P25 - Radiology of Restrictive Lung Disease and Extras | Pulmonary - Comprehensive Study Guide,pulmonary embolism | CT pulmonary angiography | acute dyspnea,Annotated CT pulmonary angiogram with highlighted pulmonary-artery filling defect.
343,e5bd865858c6c0f43c063d146bd9c0250107f0c4cf24fd1826cf0acd203197b4,Pulmonary embolism- thrombus formation and embolization.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulmonary embolism- thrombus formation and embolization.jpg,P15 - Approach to the Patient with Respiratory Disease and Pulmonary Preventative Care,DVT | pulmonary embolism | embolization,Diagram follows a lower-extremity thrombus through the right heart to the pulmonary circulation.
344,ddbc474a999829aeb2e6aaf575a2af16c66b189cae275749619bd81bfc3ea995,Pulmonary function test.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulmonary function test.png,P13 - Pulmonary Problem Solving Exercise Part 1 | P15 - Approach to the Patient with Respiratory Disease and Pulmonary Preventative Care,pulmonary function testing | lung volumes | spirometry,Introduces lung volumes and the recorded spirogram used in basic pulmonary evaluation.
345,bb03ef657de5e8a419650e29cfbd6ec384ef53bc7ea0bef2a2b46eb1c6bb137c,Pulmonary Hyperinflation with Pulmonary Hypertension.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulmonary Hyperinflation with Pulmonary Hypertension.jpg,P34 - Respiratory Medicine Clinical Case Studies - Obstructive Diseases (Pathophysiology),COPD | hyperinflation | pulmonary hypertension,PA radiograph links hyperinflation with enlarged central pulmonary arteries/right-heart consequences.
346,cb2951109e6374a72f06067d99ff93510e6951060dd20690e852a1a8209fcc3e,Pulmonary Hypertension (1:2).jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulmonary Hypertension (1:2).jpg,P32 - Pulmonary Hypertension - A Clinical Reasoning Approach,pulmonary hypertension | X-ray,PA chest radiograph showing enlarged central pulmonary arteries and pruning.
347,863933e4379b8199565c33208b13c8c60cbfda54bdf32c79022ca4744190f41c,Pulmonary Hypertension (2:2).jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulmonary Hypertension (2:2).jpg,P32 - Pulmonary Hypertension - A Clinical Reasoning Approach,pulmonary hypertension | X-ray,Lateral chest radiograph showing pulmonary artery enlargement and right-heart contour.
348,5c87a02902cfbed2056ad78c847332f9c10a7bc9732f90cd96939351a0798df1,Pulmonary Nodules.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulmonary Nodules.jpg,P17 - Introduction to Respiratory Pathophysiology,nodular pattern | pulmonary nodules | chest radiograph,Radiograph demonstrates a multifocal nodular pulmonary pattern.
349,06e691468ce0ca75be70028b609ea64cc35c7fb8e13ba6772755977ebf663c09,Pulmonary Saddle Thromboembolus.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulmonary Saddle Thromboembolus.jpg,"P26 - Diseases of the Respiratory Tract - Part 3 - Vascular, Cancer, Other Disease (Pathology) | P39 - Clinical Pathology & Imaging - Interactive Workshop",Pathology | Diagnostics,Provides a verified lecture-aligned visual anchor for Pulmonary Saddle Thromboembolus
350,1efef95360328e9aa260bb92d9acadf4ea25b5eb5a60f5d4bdea393cf8ca1477,Pulmonary-Alveolus-Alveolar-Macrophages-Histology.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulmonary-Alveolus-Alveolar-Macrophages-Histology.png,P1 - Histology of the Respiratory System Review | P17 - Introduction to Respiratory Pathophysiology,Pulmonary Alveolus Alveolar Macrophages Histology,Visually verified course-aligned reference for Histology of the Respiratory System Review: Pulmonary Alveolus Alveolar Macrophages Histology.
351,0ceb3953f2cd614b406e880ec46841d417a93ded76bda46f1ce1733e666d0632,Pulmonary-Alveolus-Electron-Micrograph.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulmonary-Alveolus-Electron-Micrograph.png,P1 - Histology of the Respiratory System Review | P17 - Introduction to Respiratory Pathophysiology,Pulmonary Alveolus Electron Micrograph,Visually verified course-aligned reference for Histology of the Respiratory System Review: Pulmonary Alveolus Electron Micrograph.
352,85b06c925b6365e44ab0184717d72d3ffde9ea83036d3c0ab071e545b9803b87,Pulmonary-Embolism-Vq-Mismatch.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulmonary-Embolism-Vq-Mismatch.png,P10 - Physiology Six-Case Workshop,Pulmonary Embolism Vq Mismatch,Visually verified course-aligned reference for Physiology Six-Case Workshop: Pulmonary Embolism Vq Mismatch.
353,7c273ba22d44009ef970677b8de0a6fcf88e628a1a17e328af323e604b7b849e,Pulmonary-Function-Testing-Fev1-Fvc.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulmonary-Function-Testing-Fev1-Fvc.png,"P11 - Physiology Practice Question Review | P5 - Spirometry, Obstructive and Restrictive Pulmonary Diseases",Pulmonary Function Testing Fev1 Fvc,Visually verified course-aligned reference for Physiology Practice Question Review: Pulmonary Function Testing Fev1 Fvc.
354,2b21269a8a6b9cc09f8ed1a21e6ab24353ea396610e3c3fcd9ddcedddcb8a3f5,Pulmonary-Hypertension-Drugs.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulmonary-Hypertension-Drugs.png,P32 - Pulmonary Hypertension - A Clinical Reasoning Approach,PAH therapy | pharmacology,Summarizes the major PAH therapeutic pathways and representative classes.
355,69b4ef98fdfabb8eb42402a6b9102f0db278e4b9d6cd504344d9751410edf027,pulmonary-interstitial-edema.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/pulmonary-interstitial-edema.png,P18 - Basic Interpretation of Chest X-Ray | P25 - Radiology of Restrictive Lung Disease and Extras,pulmonary interstitial edema | Kerley B lines,Labels Kerley B lines and perihilar interstitial thickening from pulmonary edema.
356,d257a041977aadc59cf19cc8e667e3a2396016b1e6ac32de91715ba3ece9db07,Pulmonary-sequestration-systemic-feeding-artery-annotated-CT-Hellerhoff.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P36 - Pulmonary Developmental Anomalies/Web Sources/Pulmonary-sequestration-systemic-feeding-artery-annotated-CT-Hellerhoff.jpg,Pulmonary - Comprehensive Study Guide,P36 | pulmonary sequestration | systemic feeding artery | CT angiography,CT and 3D angiographic views demonstrate systemic arterial supply to pulmonary sequestration.
357,d879c6bfb71bc2bde3fa30cd2b93f02309de3f6f3fa4fb8974464197a684f7ae,Pulmonary-Vascular-Resistance-Notes.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulmonary-Vascular-Resistance-Notes.png,P3 - Airway and Vascular Flow | P9 - Pulmonary Physiology Review,Pulmonary Vascular Resistance Notes,Visually verified course-aligned reference for Airway and Vascular Flow: Pulmonary Vascular Resistance Notes.
358,98356832ee68900d487389e3545837af4b9d833fddeed58fbb289e083c9c37b1,radial-traction-in-emphysema-vs-pulmonary-fibrosis.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/radial-traction-in-emphysema-vs-pulmonary-fibrosis.jpg,"P17 - Introduction to Respiratory Pathophysiology | P5 - Spirometry, Obstructive and Restrictive Pulmonary Diseases",alveolar interdependence | radial traction | emphysema | pulmonary fibrosis,Compares normal airway tethering with reduced radial traction in emphysema and increased traction in fibrosis.
359,e47322c036b8f7c0d9103bc3d0cfd0871fe78cec01991d5b3afa618b91da7f9f,Rates-of-Bacterial-Colonization-in-Cystic-Fibrosis-Based-on-Age.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Rates-of-Bacterial-Colonization-in-Cystic-Fibrosis-Based-on-Age.png,P38 - Mystery Illness Review Session - Interactive Workshop,CF microbiology | colonization,Age-dependent colonization graph contextualizes Pseudomonas and Burkholderia in CF.
360,dbc00862ab53ae360f26b38d4b03910b0221bc9047eada3cc0322706042546ab,Residual-Volume-and-Total-Lung-Capacity-in-Copd.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Residual-Volume-and-Total-Lung-Capacity-in-Copd.jpg,P34 - Respiratory Medicine Clinical Case Studies - Obstructive Diseases (Pathophysiology),COPD | residual volume | air trapping,Visualizes RV/TLC air trapping and hyperinflation in COPD.
361,0fa9f61de3fb7a0db10d36747747eae3071c21ffcf97e7aa7d90737ad8044e3a,Respiratory-Epithelium-Cell-Types.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Respiratory-Epithelium-Cell-Types.png,P1 - Histology of the Respiratory System Review | P17 - Introduction to Respiratory Pathophysiology,Respiratory Epithelium Cell Types,Visually verified course-aligned reference for Histology of the Respiratory System Review: Respiratory Epithelium Cell Types.
362,ee80935cea46aaedaa1ee01d2738de1ca914048ac2072cfafd786cf0211b4077,Respiratory-Epithelium-Mucosal-Cells-Histology.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Respiratory-Epithelium-Mucosal-Cells-Histology.png,P1 - Histology of the Respiratory System Review,Respiratory Epithelium Mucosal Cells Histology,Visually verified course-aligned reference for Histology of the Respiratory System Review: Respiratory Epithelium Mucosal Cells Histology.
363,0289b8b26cbe3d587f16cfdf1387636b6c272f1969e7987f4ee21b8edeacdf34,Respiratory-Epithelium-Trachea-Goblet-Cells.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Respiratory-Epithelium-Trachea-Goblet-Cells.png,P1 - Histology of the Respiratory System Review,Respiratory Epithelium Trachea Goblet Cells,Visually verified course-aligned reference for Histology of the Respiratory System Review: Respiratory Epithelium Trachea Goblet Cells.
364,30a14b3c57df27f6e6099192363d36e432e6d4b952b1adde7d4a708e9114df13,Restrictive Lung Disease Classification.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Restrictive Lung Disease Classification.png,P25 - Radiology of Restrictive Lung Disease and Extras,restriction | DLCO,Separates parenchymal from extrinsic restriction using DLCO.
365,5ce9b49023ac15ae45cd9f6e350ec1eb807e841b06ab01e1f24fe5aa6e112384,Restrictive-vs-Obstructive-Work-Rr-Tv-Table.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Restrictive-vs-Obstructive-Work-Rr-Tv-Table.png,"P5 - Spirometry, Obstructive and Restrictive Pulmonary Diseases",Restrictive vs Obstructive Work Rr Tv Table,"Visually verified course-aligned reference for Spirometry, Obstructive and Restrictive Pulmonary Diseases: Restrictive vs Obstructive Work Rr Tv Table."
366,a00e8e3cee8eb462ec74a6b56d2d75905c232f7383fb4617ca2f3cd9128b7229,reversible-obstruction-on-spirometry-in-patients-with-asthma.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/reversible-obstruction-on-spirometry-in-patients-with-asthma.png,P15 - Approach to the Patient with Respiratory Disease and Pulmonary Preventative Care | P34 - Respiratory Medicine Clinical Case Studies - Obstructive Diseases (Pathophysiology) | P37 - Advanced Spirometry Review - Interactive Workshop | Pulmonary - Comprehensive Study Guide,asthma | spirometry | bronchodilator response,Flow-volume loops show bronchodilator reversibility in asthma.
367,9eefa71977ee014335cc10717cd7aa1d68f8bd6fe4a028476e3b13cccc71023f,Rhinosinusitis.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Rhinosinusitis.png,P33 - Otolaryngology - Upper Airway Pathology,sinusitis | orbital complication | CT,"Coronal CT example of sinusitis adjacent to the orbit, reinforcing orbital-complication anatomy."
368,8011fb7df02897c79b663c1cf764ac667dfde2a2209b2264906be0dbbbdd399b,Rhinovirus Overview.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Rhinovirus Overview.png,P29 - Microbiology of Pneumonia - Viral Infections of the Respiratory Tract,Microbiology | Clinical,Provides a verified lecture-aligned visual anchor for Rhinovirus Overview
369,6275204f106f3d4018ad854a2eec6c6983127006362767846d4da730e0ca6241,Right Diaphragmatic Hernia with Enterothorax.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Right Diaphragmatic Hernia with Enterothorax.jpg,P36 - Pulmonary Developmental Anomalies,right diaphragmatic hernia | enterothorax | chest radiograph,Radiograph supplies a complementary right-sided enterothorax example rather than only the usual left Bochdalek pattern.
370,8a2678b1a7aedeb1a294f43e7604741b1c6f026e03d69da26ec1898faee309e4,right-pleural-effusion-percussion.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/right-pleural-effusion-percussion.png,P12 - Approach to Pulmonary Abnormalities | P15 - Approach to the Patient with Respiratory Disease and Pulmonary Preventative Care,percussion | auscultation | pleural effusion,Maps posterior pleural fluid to dull percussion and reduced breath sounds.
371,9dade216442e055ea3b03034ba932e3969be6bed47016139b05b271687f813a1,Right-Upper-Lobe-Lung-Mass-Ct.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Right-Upper-Lobe-Lung-Mass-Ct.jpg,P27 - Radiology of Pulmonary Infections and Lung Cancer,Diagnostics | Pathology,Provides a verified lecture-aligned visual anchor for Right Upper Lobe Lung Mass Ct
372,f0e92060c7aee6cb03fb4c6b2b0b78997706b35bffda083ba249e79707574aa1,risk-factors-for-pulmonary-embolism.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/risk-factors-for-pulmonary-embolism.png,P15 - Approach to the Patient with Respiratory Disease and Pulmonary Preventative Care,venous thromboembolism | pulmonary embolism | Virchow triad,"Virchow-triad table organizes stasis, hypercoagulability, and endothelial injury risk factors."
373,40665e6d0b715bff4b33936a73eb6599a226d3ed0ba469c706771398b0f66084,RSV.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/RSV.png,P29 - Microbiology of Pneumonia - Viral Infections of the Respiratory Tract,Microbiology | Clinical,Provides a verified lecture-aligned visual anchor for RSV
374,ca123cb37f06ff84eab88ae1044d2a755a439d2fd2a9dc110185591106997c09,SARS-Cov-2 Entry Mechanism- Membrane Fusion.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/SARS-Cov-2 Entry Mechanism- Membrane Fusion.jpg,P29 - Microbiology of Pneumonia - Viral Infections of the Respiratory Tract,Microbiology | Clinical,Provides a verified lecture-aligned visual anchor for SARS Cov 2 Entry Mechanism  Membrane Fusion
375,086ac785fe648e3c95188beab1275837ffaae57f7953affe3171bebd1dbcf4ef,scoliosis-and-chest-wall-mechanics.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/scoliosis-and-chest-wall-mechanics.png,P25 - Radiology of Restrictive Lung Disease and Extras,scoliosis | extrinsic restriction,Shows how scoliosis alters chest-wall mechanics.
376,a07d7cfa46394a3fc161e0bc32e2a5e0a8db6956ed10033890956f62f98bd4ec,Selection-of-Initial-Bronchodilator-for-Stable-Copd.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Selection-of-Initial-Bronchodilator-for-Stable-Copd.png,P34 - Respiratory Medicine Clinical Case Studies - Obstructive Diseases (Pathophysiology),COPD | ABE groups | initial treatment,ABE-style symptom/exacerbation axes reinforce why spirometric grade alone does not select treatment.
377,3e04e87019b969cb9e0554721e20fee28f09c42d684dcbab1c9c21efcc37cbd5,Shunt-Worked-Example-Severe-Hypoxemia.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Shunt-Worked-Example-Severe-Hypoxemia.png,"P35 - Acute Respiratory Failure | P7 - Gas Exchange, Part 2 - Causes of Hypoxemia",shunt | refractory hypoxemia | supplemental oxygen,Worked shunt example explains severe hypoxemia that responds poorly to supplemental oxygen.
378,736c4e18e78876092ed4be29028219cd488832132e84faeec6fea0b5d716fc79,Shunting-Vq-Zero-Hypoxemia.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Shunting-Vq-Zero-Hypoxemia.png,"P10 - Physiology Six-Case Workshop | P17 - Introduction to Respiratory Pathophysiology | P7 - Gas Exchange, Part 2 - Causes of Hypoxemia",Shunting Vq Zero Hypoxemia,Visually verified course-aligned reference for Physiology Six-Case Workshop: Shunting Vq Zero Hypoxemia.
379,8fcc37036e82e11d9a5f542b8371e31e82be4dac09fcdb6c87cb5509edc20e2a,simple-pneumothorax.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/simple-pneumothorax.jpg,P18 - Basic Interpretation of Chest X-Ray,simple pneumothorax | pleural pressure,Explains air entering the pleural space and loss of transpulmonary pressure without tension physiology.
380,171d15fbcb9a775a86e4ea6b774c1103feae429652cdd47f102a1d5e1d2ff566,Situs Inversus Due to Kartagener Syndrome.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Situs Inversus Due to Kartagener Syndrome.jpg,P27.2 - Chest X-Ray Final Review,situs inversus | Kartagener syndrome | CT,Demonstrates reversed thoracoabdominal organ orientation in Kartagener syndrome.
381,bc2c0c1d2690cda35995bf39070c21f2421603f8b03a4a606e469f528c9bed67,Situs inversus with dextrocardia (situs inversus totalis).jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Situs inversus with dextrocardia (situs inversus totalis).jpg,P18 - Basic Interpretation of Chest X-Ray,situs inversus | dextrocardia,Shows dextrocardia with right-sided stomach bubble and reversed thoracoabdominal situs.
382,1681f8a4d37e56b64258a97befd6d043232d7256451fcb2da95d8712c10996ae,spectrum-of-ventilation-perfusion-v-q-mismatch.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/spectrum-of-ventilation-perfusion-v-q-mismatch.jpg,P17 - Introduction to Respiratory Pathophysiology,V/Q mismatch | shunt | dead space,"Places normal V/Q, shunt, and dead-space physiology on a single spectrum with representative causes."
383,5433078fda80d832ff7dbdea2f2030e49702c815f5eb22c0db0729b91b15fe72,Spiculated lung mass.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Spiculated lung mass.jpg,P17 - Introduction to Respiratory Pathophysiology | P18 - Basic Interpretation of Chest X-Ray | P27 - Radiology of Pulmonary Infections and Lung Cancer | P27.2 - Chest X-Ray Final Review,lung mass | neoplasm | CT | chest radiograph,"Radiograph and CT show a spiculated pulmonary mass, illustrating the neoplastic mass pattern."
384,c1719d59da7830d9f1a0b91776fb657a531f3d2420e81068d683d0cc1a5156c5,spirometry-normal-vs-restrictive-fev1-fvc.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/spirometry-normal-vs-restrictive-fev1-fvc.png,"P24 - Diseases of the Respiratory Tract - Part 2 - Restrictive Disease (Pathology) | P37 - Advanced Spirometry Review - Interactive Workshop | P5 - Spirometry, Obstructive and Restrictive Pulmonary Diseases",spirometry | restriction,Shows proportional FEV1 and FVC reduction in restriction.
385,d7c6312b7217cc84c7d6ca921b3af2593db30adc89a20e2c4e03228aff1b2cf2,squamous-metaplasia.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/squamous-metaplasia.png,P17 - Introduction to Respiratory Pathophysiology,squamous metaplasia | cigarette smoke | respiratory epithelium,Depicts the progression from normal pseudostratified respiratory epithelium to squamous metaplasia and dysplasia after chronic injury.
386,d4ea48f7397a60b51e203200f483c6461400737c697fafaa527994072bbc3310,Staph Aureus.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Staph Aureus.png,P28 - Microbiology of Pneumonia - Bacterial Infections,Microbiology | Diagnostics,Provides a verified lecture-aligned visual anchor for Staph Aureus
387,da78d2dcf325967f83b4b368b234a8c1a637c10f1a601bb654bf7d29ad5630ac,Staphylococcus Aureus Gram Stain.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Staphylococcus Aureus Gram Stain.png,P28 - Microbiology of Pneumonia - Bacterial Infections,Microbiology | Diagnostics,Provides a verified lecture-aligned visual anchor for Staphylococcus Aureus Gram Stain
